Genes	ENTREZ_ID	Genes
GTF2H2	2966	GTF2H2
GTF2H1	2965	GTF2H1
GTF2F2	2963	GTF2F2
GTF2F1	2962	GTF2F1
GTF2E2	2961	GTF2E2
GTF2E1	2960	GTF2E1
GTF2B	2959	GTF2B
GTF2A2	2958	GTF2A2
GTF2A1	2957	GTF2A1
MSH6	2956	MSH6
GSTZ1	2954	GSTZ1
GSTP1	2950	GSTP1
GSTM5	2949	GSTM5
GSTM4	2948	GSTM4
GSTM3	2947	GSTM3
GSTM2	2946	GSTM2
GSTM1	2944	GSTM1
GSTA4	2941	GSTA4
GSTA3	2940	GSTA3
GSTA2	2939	GSTA2
GSTA1	2938	GSTA1
GSS	2937	GSS
GSR	2936	GSR
GSPT1	2935	GSPT1
GSN	2934	GSN
GSK3B	2932	GSK3B
GSK3A	2931	GSK3A
GSC2	2928	GSC2
GRSF1	2926	GRSF1
GRPR	2925	GRPR
PDIA3	2923	PDIA3
GRP	2922	GRP
CXCL3	2921	CXCL3
CXCL2	2920	CXCL2
CXCL1	2919	CXCL1
GRM8	2918	GRM8
GRM7	2917	GRM7
GRM6	2916	GRM6
GRM5	2915	GRM5
GRM4	2914	GRM4
GRM3	2913	GRM3
GRM2	2912	GRM2
GRM1	2911	GRM1
ARHGAP35	2909	ARHGAP35
NR3C1	2908	NR3C1
GRINA	2907	GRINA
GRIN2D	2906	GRIN2D
GRIN2C	2905	GRIN2C
GRIN2B	2904	GRIN2B
GRIN2A	2903	GRIN2A
GRIN1	2902	GRIN1
GRIK5	2901	GRIK5
GRIK4	2900	GRIK4
GRIK3	2899	GRIK3
GRIK2	2898	GRIK2
GRIK1	2897	GRIK1
GRN	2896	GRN
GRID2	2895	GRID2
GRID1	2894	GRID1
GRIA4	2893	GRIA4
GRIA3	2892	GRIA3
GRIA2	2891	GRIA2
GRIA1	2890	GRIA1
RAPGEF1	2889	RAPGEF1
GRB14	2888	GRB14
GRB10	2887	GRB10
GRB7	2886	GRB7
GRB2	2885	GRB2
GPX7	2882	GPX7
GPX5	2880	GPX5
GPX4	2879	GPX4
GPX3	2878	GPX3
GPX2	2877	GPX2
GPX1	2876	GPX1
GPT	2875	GPT
GPS2	2874	GPS2
GPS1	2873	GPS1
MKNK2	2872	MKNK2
GRK6	2870	GRK6
GRK5	2869	GRK5
GRK4	2868	GRK4
FFAR2	2867	FFAR2
GPR42	2866	GPR42
FFAR3	2865	FFAR3
FFAR1	2864	FFAR1
GPR39	2863	GPR39
MLNR	2862	MLNR
GPR37	2861	GPR37
GPR35	2859	GPR35
GPR34	2857	GPR34
GPR33	2856	GPR33
GPR32	2854	GPR32
GPR31	2853	GPR31
GPER1	2852	GPER1
GPR27	2850	GPR27
GPR26	2849	GPR26
GPR25	2848	GPR25
MCHR1	2847	MCHR1
LPAR4	2846	LPAR4
GPR22	2845	GPR22
GPR21	2844	GPR21
GPR20	2843	GPR20
GPR19	2842	GPR19
GPR18	2841	GPR18
GPR17	2840	GPR17
GPR15	2838	GPR15
UTS2R	2837	UTS2R
GPR12	2835	GPR12
PRLHR	2834	PRLHR
CXCR3	2833	CXCR3
NPBWR2	2832	NPBWR2
NPBWR1	2831	NPBWR1
GPR6	2830	GPR6
XCR1	2829	XCR1
GPR4	2828	GPR4
GPR3	2827	GPR3
CCR10	2826	CCR10
GPR1	2825	GPR1
GPM6B	2824	GPM6B
GPM6A	2823	GPM6A
GPLD1	2822	GPLD1
GPI	2821	GPI
GPD2	2820	GPD2
GPD1	2819	GPD1
GPC1	2817	GPC1
GP9	2815	GP9
GP5	2814	GP5
GP2	2813	GP2
GP1BB	2812	GP1BB
GP1BA	2811	GP1BA
SFN	2810	SFN
GOT2	2806	GOT2
GOT1	2805	GOT1
GOLGB1	2804	GOLGB1
GOLGA4	2803	GOLGA4
GOLGA3	2802	GOLGA3
GOLGA2	2801	GOLGA2
GOLGA1	2800	GOLGA1
GNS	2799	GNS
GNRHR	2798	GNRHR
GNRH2	2797	GNRH2
GNRH1	2796	GNRH1
GNL1	2794	GNL1
GNGT2	2793	GNGT2
GNGT1	2792	GNGT1
GNG11	2791	GNG11
GNG10	2790	GNG10
GNG7	2788	GNG7
GNG5	2787	GNG5
GNG4	2786	GNG4
GNG3	2785	GNG3
GNB3	2784	GNB3
GNB2	2783	GNB2
GNB1	2782	GNB1
GNAZ	2781	GNAZ
GNAT2	2780	GNAT2
GNAT1	2779	GNAT1
GNAS	2778	GNAS
GNAQ	2776	GNAQ
GNAO1	2775	GNAO1
GNAL	2774	GNAL
GNAI3	2773	GNAI3
GNAI2	2771	GNAI2
GNAI1	2770	GNAI1
GNA15	2769	GNA15
GNA12	2768	GNA12
GNA11	2767	GNA11
GMPR	2766	GMPR
GML	2765	GML
GMFB	2764	GMFB
GMDS	2762	GMDS
GM2A	2760	GM2A
GLUL	2752	GLUL
GLUD2	2747	GLUD2
GLUD1	2746	GLUD1
GLRX	2745	GLRX
GLS	2744	GLS
GLRB	2743	GLRB
GLRA2	2742	GLRA2
GLRA1	2741	GLRA1
GLP1R	2740	GLP1R
GLO1	2739	GLO1
GLI4	2738	GLI4
GLI3	2737	GLI3
GLI2	2736	GLI2
GLI1	2735	GLI1
GLG1	2734	GLG1
GLE1	2733	GLE1
GLDC	2731	GLDC
GCLM	2730	GCLM
GCLC	2729	GCLC
GLB1	2720	GLB1
GPC3	2719	GPC3
GLA	2717	GLA
GK2	2712	GK2
GK	2710	GK
GJB5	2709	GJB5
GJB3	2707	GJB3
GJB2	2706	GJB2
GJB1	2705	GJB1
GJA8	2703	GJA8
GJA5	2702	GJA5
GJA4	2701	GJA4
GJA3	2700	GJA3
GJA1	2697	GJA1
GIPR	2696	GIPR
GIP	2695	GIP
GIF	2694	GIF
GHSR	2693	GHSR
GHRHR	2692	GHRHR
GHRH	2691	GHRH
GHR	2690	GHR
GH2	2689	GH2
GH1	2688	GH1
GGT5	2687	GGT5
GGT7	2686	GGT7
B4GALT1	2683	B4GALT1
GGT1	2678	GGT1
GGCX	2677	GGCX
GFRA3	2676	GFRA3
GFRA2	2675	GFRA2
GFRA1	2674	GFRA1
GFPT1	2673	GFPT1
GFI1	2672	GFI1
GFER	2671	GFER
GFAP	2670	GFAP
GEM	2669	GEM
GDNF	2668	GDNF
GDI2	2665	GDI2
GDI1	2664	GDI1
GDF10	2662	GDF10
GDF9	2661	GDF9
MSTN	2660	MSTN
GDF2	2658	GDF2
GDF1	2657	GDF1
GCSH	2653	GCSH
OPN1MW	2652	OPN1MW
GCNT2	2651	GCNT2
GCNT1	2650	GCNT1
NR6A1	2649	NR6A1
KAT2A	2648	KAT2A
BLOC1S1	2647	BLOC1S1
GCKR	2646	GCKR
GCK	2645	GCK
GCHFR	2644	GCHFR
GCH1	2643	GCH1
GCGR	2642	GCGR
GCG	2641	GCG
GCDH	2639	GCDH
GC	2638	GC
GBX2	2637	GBX2
GBX1	2636	GBX1
GBP3	2635	GBP3
GBP2	2634	GBP2
GBP1	2633	GBP1
GBE1	2632	GBE1
GBA	2629	GBA
GATM	2628	GATM
GATA6	2627	GATA6
GATA4	2626	GATA4
GATA3	2625	GATA3
GATA2	2624	GATA2
GATA1	2623	GATA1
GAS8	2622	GAS8
GAS6	2621	GAS6
GAS2	2620	GAS2
GAS1	2619	GAS1
GART	2618	GART
GARS	2617	GARS
LRRC32	2615	LRRC32
GAPDH	2597	GAPDH
GAP43	2596	GAP43
GANC	2595	GANC
GAMT	2593	GAMT
GALT	2592	GALT
GALNT3	2591	GALNT3
GALNT2	2590	GALNT2
GALNT1	2589	GALNT1
GALNS	2588	GALNS
GALR1	2587	GALR1
GALK2	2585	GALK2
GALK1	2584	GALK1
B4GALNT1	2583	B4GALNT1
GALE	2582	GALE
GALC	2581	GALC
GAK	2580	GAK
GAD2	2572	GAD2
GAD1	2571	GAD1
GABRR2	2570	GABRR2
GABRR1	2569	GABRR1
GABRP	2568	GABRP
GABRG3	2567	GABRG3
GABRG2	2566	GABRG2
GABRG1	2565	GABRG1
GABRE	2564	GABRE
GABRD	2563	GABRD
GABRB3	2562	GABRB3
GABRB2	2561	GABRB2
GABRB1	2560	GABRB1
GABRA6	2559	GABRA6
GABRA5	2558	GABRA5
GABRA4	2557	GABRA4
GABRA3	2556	GABRA3
GABRA2	2555	GABRA2
GABRA1	2554	GABRA1
GABPB1	2553	GABPB1
GABPA	2551	GABPA
GABBR1	2550	GABBR1
GAB1	2549	GAB1
GAA	2548	GAA
XRCC6	2547	XRCC6
GAGE1	2543	GAGE1
SLC37A4	2542	SLC37A4
G6PD	2539	G6PD
G6PC	2538	G6PC
IFI6	2537	IFI6
FZD2	2535	FZD2
FYN	2534	FYN
ACKR1	2532	ACKR1
KDSR	2531	KDSR
FUT8	2530	FUT8
FUT7	2529	FUT7
FUT6	2528	FUT6
FUT5	2527	FUT5
FUT4	2526	FUT4
FUT3	2525	FUT3
FUT2	2524	FUT2
FUT1	2523	FUT1
FUS	2521	FUS
GAST	2520	GAST
FUCA2	2519	FUCA2
FUCA1	2517	FUCA1
NR5A1	2516	NR5A1
ADAM2	2515	ADAM2
FTL	2512	FTL
FTH1	2495	FTH1
NR5A2	2494	NR5A2
FSHR	2492	FSHR
CENPI	2491	CENPI
FSHB	2488	FSHB
FRZB	2487	FRZB
FRG1	2483	FRG1
MTOR	2475	MTOR
FRK	2444	FRK
FXN	2395	FXN
FPR3	2359	FPR3
FPR2	2358	FPR2
FPR1	2357	FPR1
FPGS	2356	FPGS
FOSL2	2355	FOSL2
FOSB	2354	FOSB
FOS	2353	FOS
FOLR3	2352	FOLR3
FOLR2	2350	FOLR2
FOLR1	2348	FOLR1
FOLH1	2346	FOLH1
FNTB	2342	FNTB
FNTA	2339	FNTA
FN1	2335	FN1
AFF2	2334	AFF2
FMR1	2332	FMR1
FMOD	2331	FMOD
FMO5	2330	FMO5
FMO4	2329	FMO4
FMO3	2328	FMO3
FMO2	2327	FMO2
FMO1	2326	FMO1
FLT4	2324	FLT4
FLT3LG	2323	FLT3LG
FLT3	2322	FLT3
FLT1	2321	FLT1
FLOT2	2319	FLOT2
FLNC	2318	FLNC
FLNB	2317	FLNB
FLNA	2316	FLNA
MLANA	2315	MLANA
FLII	2314	FLII
FLI1	2313	FLI1
FLG	2312	FLG
FOXO3	2309	FOXO3
FOXO1	2308	FOXO1
FOXS1	2307	FOXS1
FOXD2	2306	FOXD2
FOXM1	2305	FOXM1
FOXE1	2304	FOXE1
FOXC2	2303	FOXC2
FOXJ1	2302	FOXJ1
FOXE3	2301	FOXE3
FOXL1	2300	FOXL1
FOXI1	2299	FOXI1
FOXD4	2298	FOXD4
FOXD1	2297	FOXD1
FOXC1	2296	FOXC1
FOXF2	2295	FOXF2
FOXF1	2294	FOXF1
FOXG1	2290	FOXG1
FKBP5	2289	FKBP5
FKBP4	2288	FKBP4
FKBP3	2287	FKBP3
FKBP2	2286	FKBP2
FKBP1B	2281	FKBP1B
FKBP1A	2280	FKBP1A
FHL3	2275	FHL3
FHL2	2274	FHL2
FHL1	2273	FHL1
FHIT	2272	FHIT
FH	2271	FH
FGR	2268	FGR
FGL1	2267	FGL1
FGG	2266	FGG
FGFR4	2264	FGFR4
FGFR2	2263	FGFR2
GPC5	2262	GPC5
FGFR3	2261	FGFR3
FGFR1	2260	FGFR1
FGF14	2259	FGF14
FGF13	2258	FGF13
FGF12	2257	FGF12
FGF11	2256	FGF11
FGF10	2255	FGF10
FGF9	2254	FGF9
FGF8	2253	FGF8
FGF7	2252	FGF7
FGF6	2251	FGF6
FGF5	2250	FGF5
FGF4	2249	FGF4
FGF3	2248	FGF3
FGF2	2247	FGF2
FGF1	2246	FGF1
FGD1	2245	FGD1
FGB	2244	FGB
FGA	2243	FGA
FES	2242	FES
FER	2241	FER
GPC4	2239	GPC4
FEN1	2237	FEN1
FECH	2235	FECH
FDXR	2232	FDXR
FDX1	2230	FDX1
FDPS	2224	FDPS
FDFT1	2222	FDFT1
FCN2	2220	FCN2
FCN1	2219	FCN1
FKTN	2218	FKTN
FCGRT	2217	FCGRT
FCGR3B	2215	FCGR3B
FCGR3A	2214	FCGR3A
FCGR2B	2213	FCGR2B
FCGR2A	2212	FCGR2A
FCGR1B	2210	FCGR1B
FCGR1A	2209	FCGR1A
FCER2	2208	FCER2
FCER1G	2207	FCER1G
MS4A2	2206	MS4A2
FCER1A	2205	FCER1A
FCAR	2204	FCAR
FBP1	2203	FBP1
EFEMP1	2202	EFEMP1
FBN2	2201	FBN2
FBN1	2200	FBN1
FBLN2	2199	FBLN2
FAU	2197	FAU
FAT2	2196	FAT2
FAT1	2195	FAT1
FASN	2194	FASN
FARSA	2193	FARSA
FBLN1	2192	FBLN1
FAP	2191	FAP
FANCG	2189	FANCG
FANCF	2188	FANCF
FANCB	2187	FANCB
BPTF	2186	BPTF
PTK2B	2185	PTK2B
FAH	2184	FAH
ACSL4	2182	ACSL4
ACSL3	2181	ACSL3
ACSL1	2180	ACSL1
FANCE	2178	FANCE
FANCD2	2177	FANCD2
FANCC	2176	FANCC
FANCA	2175	FANCA
FABP7	2173	FABP7
FABP6	2172	FABP6
FABP5	2171	FABP5
FABP3	2170	FABP3
FABP2	2169	FABP2
FABP1	2168	FABP1
FABP4	2167	FABP4
FAAH	2166	FAAH
F13B	2165	F13B
F13A1	2162	F13A1
F12	2161	F12
F11	2160	F11
F10	2159	F10
F9	2158	F9
F8	2157	F8
F7	2155	F7
F5	2153	F5
F3	2152	F3
F2RL2	2151	F2RL2
F2RL1	2150	F2RL1
F2R	2149	F2R
F2	2147	F2
EZH2	2146	EZH2
EZH1	2145	EZH1
EYA3	2140	EYA3
EYA2	2139	EYA2
EYA1	2138	EYA1
EXTL3	2137	EXTL3
EXTL2	2135	EXTL2
EXTL1	2134	EXTL1
EXT2	2132	EXT2
EXT1	2131	EXT1
EWSR1	2130	EWSR1
EVX1	2128	EVX1
EVPL	2125	EVPL
EVI2B	2124	EVI2B
EVI2A	2123	EVI2A
MECOM	2122	MECOM
EVC	2121	EVC
ETV6	2120	ETV6
ETV5	2119	ETV5
ETV4	2118	ETV4
ETV3	2117	ETV3
ETV2	2116	ETV2
ETV1	2115	ETV1
ETS2	2114	ETS2
ETS1	2113	ETS1
ETFDH	2110	ETFDH
ETFB	2109	ETFB
ETFA	2108	ETFA
ETF1	2107	ETF1
ESRRG	2104	ESRRG
ESRRB	2103	ESRRB
ESRRA	2101	ESRRA
ESR2	2100	ESR2
ESR1	2099	ESR1
ESD	2098	ESD
FBL	2091	FBL
ERV3-1	2086	ERV3-1
ERN1	2081	ERN1
ERH	2079	ERH
ERG	2078	ERG
ERF	2077	ERF
ERCC6	2074	ERCC6
ERCC5	2073	ERCC5
ERCC4	2072	ERCC4
ERCC3	2071	ERCC3
EYA4	2070	EYA4
EREG	2069	EREG
ERCC2	2068	ERCC2
ERCC1	2067	ERCC1
ERBB4	2066	ERBB4
ERBB3	2065	ERBB3
ERBB2	2064	ERBB2
NR2F6	2063	NR2F6
EPS15	2060	EPS15
EPS8	2059	EPS8
EPRS	2058	EPRS
EPOR	2057	EPOR
EPO	2056	EPO
CLN8	2055	CLN8
STX2	2054	STX2
EPHX2	2053	EPHX2
EPHX1	2052	EPHX1
EPHB6	2051	EPHB6
EPHB4	2050	EPHB4
EPHB3	2049	EPHB3
EPHB2	2048	EPHB2
EPHB1	2047	EPHB1
EPHA8	2046	EPHA8
EPHA7	2045	EPHA7
EPHA5	2044	EPHA5
EPHA4	2043	EPHA4
EPHA3	2042	EPHA3
EPHA1	2041	EPHA1
STOM	2040	STOM
DMTN	2039	DMTN
EPB42	2038	EPB42
EPB41L2	2037	EPB41L2
EPB41L1	2036	EPB41L1
EPB41	2035	EPB41
EPAS1	2034	EPAS1
EP300	2033	EP300
SLC29A1	2030	SLC29A1
ENSA	2029	ENSA
ENPEP	2028	ENPEP
ENO3	2027	ENO3
ENO2	2026	ENO2
ENO1	2023	ENO1
ENG	2022	ENG
ENDOG	2021	ENDOG
EN2	2020	EN2
EN1	2019	EN1
EMX2	2018	EMX2
CTTN	2017	CTTN
EMX1	2016	EMX1
EMP3	2014	EMP3
EMP2	2013	EMP2
EMP1	2012	EMP1
MARK2	2011	MARK2
EMD	2010	EMD
EML1	2009	EML1
ELN	2006	ELN
ELK4	2005	ELK4
ELK3	2004	ELK3
ELK1	2002	ELK1
ELF5	2001	ELF5
ELF4	2000	ELF4
ELF3	1999	ELF3
ELF2	1998	ELF2
ELF1	1997	ELF1
ELAVL4	1996	ELAVL4
ELAVL3	1995	ELAVL3
ELAVL1	1994	ELAVL1
ELAVL2	1993	ELAVL2
SERPINB1	1992	SERPINB1
ELANE	1991	ELANE
CELA1	1990	CELA1
EIF5A	1984	EIF5A
EIF5	1983	EIF5
EIF4G2	1982	EIF4G2
EIF4G1	1981	EIF4G1
EIF4EBP2	1979	EIF4EBP2
EIF4EBP1	1978	EIF4EBP1
EIF4E	1977	EIF4E
EIF4B	1975	EIF4B
EIF4A2	1974	EIF4A2
EIF4A1	1973	EIF4A1
EPHA2	1969	EPHA2
EIF2S3	1968	EIF2S3
EIF2B1	1967	EIF2B1
EIF2S1	1965	EIF2S1
EIF1AX	1964	EIF1AX
EHHADH	1962	EHHADH
EGR4	1961	EGR4
EGR3	1960	EGR3
EGR2	1959	EGR2
EGR1	1958	EGR1
EGFR	1956	EGFR
MEGF9	1955	MEGF9
MEGF8	1954	MEGF8
MEGF6	1953	MEGF6
CELSR2	1952	CELSR2
CELSR3	1951	CELSR3
EGF	1950	EGF
EFNB3	1949	EFNB3
EFNB2	1948	EFNB2
EFNB1	1947	EFNB1
EFNA5	1946	EFNA5
EFNA4	1945	EFNA4
EFNA3	1944	EFNA3
EFNA2	1943	EFNA2
EFNA1	1942	EFNA1
EIF2D	1939	EIF2D
EEF2	1938	EEF2
EEF1G	1937	EEF1G
EEF1D	1936	EEF1D
EEF1B2	1933	EEF1B2
EEF1A2	1917	EEF1A2
EEF1A1	1915	EEF1A1
PHC2	1912	PHC2
PHC1	1911	PHC1
EDNRB	1910	EDNRB
EDNRA	1909	EDNRA
EDN3	1908	EDN3
EDN2	1907	EDN2
EDN1	1906	EDN1
S1PR3	1903	S1PR3
LPAR1	1902	LPAR1
S1PR1	1901	S1PR1
EDA	1896	EDA
ECT2	1894	ECT2
ECM1	1893	ECM1
ECHS1	1892	ECHS1
ECH1	1891	ECH1
TYMP	1890	TYMP
ECE1	1889	ECE1
GPR183	1880	GPR183
EBF1	1879	EBF1
E4F1	1877	E4F1
E2F6	1876	E2F6
E2F5	1875	E2F5
E2F4	1874	E2F4
E2F3	1871	E2F3
E2F2	1870	E2F2
E2F1	1869	E2F1
TOR1A	1861	TOR1A
DYRK1A	1859	DYRK1A
DVL3	1857	DVL3
DVL2	1856	DVL2
DVL1	1855	DVL1
DUT	1854	DUT
DUSP9	1852	DUSP9
DUSP8	1850	DUSP8
DUSP7	1849	DUSP7
DUSP6	1848	DUSP6
DUSP5	1847	DUSP5
DUSP4	1846	DUSP4
DUSP3	1845	DUSP3
DUSP2	1844	DUSP2
DUSP1	1843	DUSP1
ECM2	1842	ECM2
DTYMK	1841	DTYMK
DTX1	1840	DTX1
HBEGF	1839	HBEGF
DTNB	1838	DTNB
DTNA	1837	DTNA
SLC26A2	1836	SLC26A2
DSPP	1834	DSPP
EPYC	1833	EPYC
DSP	1832	DSP
TSC22D3	1831	TSC22D3
DSG3	1830	DSG3
DSG2	1829	DSG2
DSG1	1828	DSG1
RCAN1	1827	RCAN1
DSCAM	1826	DSCAM
DSC3	1825	DSC3
DSC2	1824	DSC2
DSC1	1823	DSC1
ATN1	1822	ATN1
DRP2	1821	DRP2
ARID3A	1820	ARID3A
DRG2	1819	DRG2
DRD5	1816	DRD5
DRD4	1815	DRD4
DRD3	1814	DRD3
DRD2	1813	DRD2
DRD1	1812	DRD1
SLC26A3	1811	SLC26A3
DR1	1810	DR1
DPYSL3	1809	DPYSL3
DPYSL2	1808	DPYSL2
DPYS	1807	DPYS
DPYD	1806	DPYD
DPT	1805	DPT
DPP6	1804	DPP6
DPP4	1803	DPP4
DPH2	1802	DPH2
DPH1	1801	DPH1
DPEP1	1800	DPEP1
DPAGT1	1798	DPAGT1
DXO	1797	DXO
DOK1	1796	DOK1
DOCK3	1795	DOCK3
DOCK2	1794	DOCK2
DOCK1	1793	DOCK1
DNTT	1791	DNTT
DNMT3B	1789	DNMT3B
DNMT3A	1788	DNMT3A
TRDMT1	1787	TRDMT1
DNMT1	1786	DNMT1
DNM2	1785	DNM2
DYNC1LI2	1783	DYNC1LI2
DYNC1I2	1781	DYNC1I2
DYNC1I1	1780	DYNC1I1
DYNC1H1	1778	DYNC1H1
DNASE2	1777	DNASE2
DNASE1L3	1776	DNASE1L3
DNASE1L2	1775	DNASE1L2
DNASE1L1	1774	DNASE1L1
DNASE1	1773	DNASE1
DNAH9	1770	DNAH9
DNAH8	1769	DNAH8
DNAH6	1768	DNAH6
DNAH5	1767	DNAH5
DNA2	1763	DNA2
DMWD	1762	DMWD
DMRT1	1761	DMRT1
DMPK	1760	DMPK
DNM1	1759	DNM1
DMP1	1758	DMP1
SARDH	1757	SARDH
DMD	1756	DMD
DMBT1	1755	DMBT1
DLX6	1750	DLX6
DLX5	1749	DLX5
DLX4	1748	DLX4
DLX3	1747	DLX3
DLX2	1746	DLX2
DLX1	1745	DLX1
DLST	1743	DLST
DLG4	1742	DLG4
DLG3	1741	DLG3
DLG2	1740	DLG2
DLG1	1739	DLG1
DLD	1738	DLD
DLAT	1737	DLAT
DKC1	1736	DKC1
DIO3	1735	DIO3
DIO2	1734	DIO2
DIO1	1733	DIO1
DIAPH2	1730	DIAPH2
DIAPH1	1729	DIAPH1
NQO1	1728	NQO1
CYB5R3	1727	CYB5R3
DHPS	1725	DHPS
DHODH	1723	DHODH
DHFR	1719	DHFR
DHCR24	1718	DHCR24
DHCR7	1717	DHCR7
DGUOK	1716	DGUOK
COCH	1690	COCH
TIMM8A	1678	TIMM8A
DFFB	1677	DFFB
DFFA	1676	DFFA
CFD	1675	CFD
DES	1674	DES
DEFB4A	1673	DEFB4A
DEFB1	1672	DEFB1
DEFA6	1671	DEFA6
DEFA5	1670	DEFA5
DEFA4	1669	DEFA4
DEFA3	1668	DEFA3
DEFA1	1667	DEFA1
DECR1	1666	DECR1
DHX15	1665	DHX15
DDX11	1663	DDX11
DDX10	1662	DDX10
DHX9	1660	DHX9
DHX8	1659	DHX8
DMXL1	1657	DMXL1
DDX6	1656	DDX6
DDX5	1655	DDX5
DDX3X	1654	DDX3X
DDX1	1653	DDX1
DDT	1652	DDT
DDOST	1650	DDOST
DDIT3	1649	DDIT3
GADD45A	1647	GADD45A
AKR1C2	1646	AKR1C2
AKR1C1	1645	AKR1C1
DDC	1644	DDC
DDB2	1643	DDB2
DDB1	1642	DDB1
DCX	1641	DCX
DCTN1	1639	DCTN1
DCT	1638	DCT
ACE	1636	ACE
DCTD	1635	DCTD
DCN	1634	DCN
DCK	1633	DCK
ECI1	1632	ECI1
DCC	1630	DCC
DBT	1629	DBT
DBP	1628	DBP
DBN1	1627	DBN1
DBI	1622	DBI
DBH	1621	DBH
BRINP1	1620	BRINP1
DAZL	1618	DAZL
DAZ1	1617	DAZ1
DAXX	1616	DAXX
DARS	1615	DARS
DAPK3	1613	DAPK3
DAPK1	1612	DAPK1
DAP	1611	DAP
DAO	1610	DAO
DGKQ	1609	DGKQ
DGKG	1608	DGKG
DGKB	1607	DGKB
DGKA	1606	DGKA
DAG1	1605	DAG1
CD55	1604	CD55
DAD1	1603	DAD1
DACH1	1602	DACH1
DAB2	1601	DAB2
DAB1	1600	DAB1
CYP51A1	1595	CYP51A1
CYP27B1	1594	CYP27B1
CYP27A1	1593	CYP27A1
CYP26A1	1592	CYP26A1
CYP24A1	1591	CYP24A1
CYP21A2	1589	CYP21A2
CYP19A1	1588	CYP19A1
CYP17A1	1586	CYP17A1
CYP11B2	1585	CYP11B2
CYP11B1	1584	CYP11B1
CYP11A1	1583	CYP11A1
CYP8B1	1582	CYP8B1
CYP7A1	1581	CYP7A1
CYP4B1	1580	CYP4B1
CYP4A11	1579	CYP4A11
CYP3A5	1577	CYP3A5
CYP3A4	1576	CYP3A4
CYP2J2	1573	CYP2J2
CYP2F1	1572	CYP2F1
CYP2E1	1571	CYP2E1
CYP2D6	1565	CYP2D6
CYP2C18	1562	CYP2C18
CYP2C9	1559	CYP2C9
CYP2C8	1558	CYP2C8
CYP2C19	1557	CYP2C19
CYP2B6	1555	CYP2B6
CYP2A13	1553	CYP2A13
CYP3A7	1551	CYP3A7
CYP2A7	1549	CYP2A7
CYP2A6	1548	CYP2A6
CYP1B1	1545	CYP1B1
CYP1A2	1544	CYP1A2
CYP1A1	1543	CYP1A1
CYLD	1540	CYLD
CYLC2	1539	CYLC2
CYLC1	1538	CYLC1
CYC1	1537	CYC1
CYBB	1536	CYBB
CYBA	1535	CYBA
CYB561	1534	CYB561
CYB5A	1528	CYB5A
TEX28	1527	TEX28
CXADR	1525	CXADR
CX3CR1	1524	CX3CR1
CUX1	1523	CUX1
CTSZ	1522	CTSZ
CTSW	1521	CTSW
CTSS	1520	CTSS
CTSO	1519	CTSO
CTSV	1515	CTSV
CTSL	1514	CTSL
CTSK	1513	CTSK
CTSH	1512	CTSH
CTSG	1511	CTSG
CTSE	1510	CTSE
CTSD	1509	CTSD
CTSB	1508	CTSB
CTRL	1506	CTRL
CTRB1	1504	CTRB1
CTPS1	1503	CTPS1
CTNND2	1501	CTNND2
CTNND1	1500	CTNND1
CTNNB1	1499	CTNNB1
CTNS	1497	CTNS
CTNNA2	1496	CTNNA2
CTNNA1	1495	CTNNA1
CTLA4	1493	CTLA4
CTH	1491	CTH
CTGF	1490	CTGF
CTF1	1489	CTF1
CTBP2	1488	CTBP2
CTBP1	1487	CTBP1
CTBS	1486	CTBS
CTAG1B	1485	CTAG1B
NKX2-5	1482	NKX2-5
CSTF3	1479	CSTF3
CSTF2	1478	CSTF2
CSTF1	1477	CSTF1
CSTB	1476	CSTB
CSTA	1475	CSTA
CST6	1474	CST6
CST5	1473	CST5
CST4	1472	CST4
CST3	1471	CST3
CST2	1470	CST2
CST1	1469	CST1
SLC25A10	1468	SLC25A10
CSRP2	1466	CSRP2
CSRP1	1465	CSRP1
CSPG4	1464	CSPG4
NCAN	1463	NCAN
VCAN	1462	VCAN
CSNK2B	1460	CSNK2B
CSNK2A2	1459	CSNK2A2
CSNK2A1	1457	CSNK2A1
CSNK1G3	1456	CSNK1G3
CSNK1G2	1455	CSNK1G2
CSNK1E	1454	CSNK1E
CSNK1D	1453	CSNK1D
CSNK1A1	1452	CSNK1A1
CSN3	1448	CSN3
CSN2	1447	CSN2
CSN1S1	1446	CSN1S1
CSK	1445	CSK
CSHL1	1444	CSHL1
CSH2	1443	CSH2
CSH1	1442	CSH1
CSF3R	1441	CSF3R
CSF3	1440	CSF3
CSF2RB	1439	CSF2RB
CSF2RA	1438	CSF2RA
CSF2	1437	CSF2
CSF1R	1436	CSF1R
CSF1	1435	CSF1
CSE1L	1434	CSE1L
MAPK14	1432	MAPK14
CS	1431	CS
CRYZ	1429	CRYZ
CRYM	1428	CRYM
CRYGS	1427	CRYGS
CRYGD	1421	CRYGD
CRYGC	1420	CRYGC
CRYGB	1419	CRYGB
CRYGA	1418	CRYGA
CRYBB3	1417	CRYBB3
CRYBB2	1415	CRYBB2
CRYBB1	1414	CRYBB1
CRYBA4	1413	CRYBA4
CRYBA2	1412	CRYBA2
CRYBA1	1411	CRYBA1
CRYAB	1410	CRYAB
CRYAA	1409	CRYAA
CRY2	1408	CRY2
CRY1	1407	CRY1
CRX	1406	CRX
HAPLN1	1404	HAPLN1
CRP	1401	CRP
